 📺央视频道,#genre#
CCTV-7国防军事,http://223.110.241.137:6610/gitv/live1/G_CCTV-7-HQ/G_CCTV-7-HQ/.m3u8$银河
CCTV-8电视剧,http://223.110.241.137:6610/gitv/live1/G_CCTV-8-HQ/G_CCTV-8-HQ/.m3u8$银河
CCTV-10科教,http://223.110.241.137:6610/gitv/live1/G_CCTV-10-HQ/G_CCTV-10-HQ/.m3u8$银河
CCTV-11戏曲,http://223.110.241.137:6610/gitv/live1/G_CCTV-11-HQ/G_CCTV-11-HQ/.m3u8$银河
CCTV-13新闻,http://223.110.241.137:6610/gitv/live1/G_CCTV-13-HQ/G_CCTV-13-HQ/.m3u8$银河

CCTV-1综合,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226346/1.m3u8$北京8M
CCTV-1综合,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226431/1.m3u8$北京8M
CCTV-2财经,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226371/1.m3u8$北京8M
CCTV-2财经,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226472/1.m3u8$北京8M
CCTV-3综艺,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226471/1.m3u8$北京8M
CCTV-4国际,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226335/1.m3u8$北京4M
CCTV-5体育,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8$北京8M
CCTV-5+体育赛事,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8$北京4M
CCTV-5+体育赛事,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226458/1.m3u8$北京8M
CCTV-7国防军事,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226467/1.m3u8$北京8M
CCTV-9纪录,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226465/1.m3u8$北京8M
CCTV-11戏曲,rtsp://183.252.176.54:554/PLTV/88888888/224/3221225996/10000100000000060000000002296743_0.smil
CCTV-11戏曲,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226463/1.m3u8$北京8M
CCTV-12社会与法,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226462/1.m3u8$北京8M
CCTV-13新闻,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8$北京4M
CCTV-15音乐,http://39.134.134.88/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226333/1.m3u8$北京4M
CCTV-17农业农村,http://39.134.134.84/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226318/1.m3u8$北京4M




风云音乐,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226083/1/index.m3u8?fmt=ts2hls 
世界地理,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225733/1/index.m3u8?fmt=ts2hls 
文化精品,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225675/01.m3u8?fmt=ts2hls 
女性时尚,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226104/1/index.m3u8?fmt=ts2hls 
风云剧场,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226107/1/index.m3u8?fmt=ts2hls 
风云足球,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225734/1/index.m3u8?fmt=ts2hls 
怀旧剧场,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225765/1/index.m3u8?fmt=ts2hls 
第一剧场,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226124/1/index.m3u8?fmt=ts2hls


CCTV-2财经,http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227696/index.m3u8$江苏8M
CCTV-3综艺,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227650/index.m3u8$江苏HEVC
CCTV-4国际,http://223.110.245.142/ott.js.chinamobile.com/PLTV/3/224/3221227658/index.m3u8$江苏HEVC
CCTV-5体育,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227661/index.m3u8$江苏HEVC
CCTV-5+体育赛事,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227631/index.m3u8$江苏8M
CCTV-7国防军事,http://223.110.243.147/ott.js.chinamobile.com/PLTV/3/224/3221227690/index.m3u8$江苏8M
CCTV-8电视剧,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227629/index.m3u8$江苏8M
CCTV-9纪录,http://223.110.243.151/ott.js.chinamobile.com/PLTV/3/224/3221227614/index.m3u8$江苏8M
CCTV-10科教,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227620/index.m3u8$江苏8M
CCTV-11戏曲,http://223.110.243.158/ott.js.chinamobile.com/PLTV/3/224/3221227720/index.m3u8$江苏HEVC
CCTV-12社会与法,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227637/index.m3u8$江苏8M
CCTV-13新闻,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227601/index.m3u8$江苏4M
CCTV-14少儿,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227693/index.m3u8$江苏8M
CCTV-15音乐,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227723/index.m3u8$江苏HEVC
CCTV-17农业农村,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227726/index.m3u8$江苏HEVC



📺卫视频道,#genre#



北京卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8$江西宜春8M
浙江卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8$江西宜春8M
东方卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8$江西宜春8M
湖南卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8$江西宜春8M
江苏卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8$江西宜春8M
安徽卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8$江西宜春8M
湖北卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8$江西宜春8M
深圳卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8$江西宜春8M
山东卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8$江西宜春8M
辽宁卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8$江西宜春8M
广东卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8$江西宜春8M
黑龙江卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8$江西宜春8M
天津卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8$江西宜春8M
重庆卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8$江西宜春8M
东南卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8$江西宜春4M
江西卫视 HD,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8$江西宜春4M


🇭🇰香港频道,#genre#

凤凰中文,http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8$JS1080P
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8$JS1080P

凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS1080P
翡翠台(大陆线路）,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
翡翠台  1080P,https://cdn.hkdtmb.com/hls/81/index.m3u8
无线新闻 1080P,https://cdn.hkdtmb.com/hls/83/index.m3u8
明珠台HD,https://cdn.hkdtmb.com/hls/84/index.m3u8
J2 1080P,https://cdn.hkdtmb.com/hls/82/index.m3u8
无线财经资讯台 1080P,https://cdn.hkdtmb.com/hls/85/index.m3u8
ViuTV 1080P,https://cdn.hkdtmb.com/hls/99/index.m3u8
ViuTV 6HD,https://cdn.hkdtmb.com/hls/96/index.m3u8
香港国际财经,https://cdn.hkdtmb.com/hls/76/index.m3u8
开电视,https://cdn.hkdtmb.com/hls/77/index.m3u8
RTHK31,https://cdn.hkdtmb.com/hls/31/index.m3u8
RTHK32,https://cdn.hkdtmb.com/hls/32/index.m3u8
RTHK33,https://cdn.hkdtmb.com/hls/33/index.m3u8


🇹🇼台湾频道,#genre#

有线 SPORTS 1,rtmp://161.202.204.248/sat/hk011
有线18台,rtmp://161.202.204.248/sat/hk042
民视,rtmp://161.202.204.248/sat/tv051
台视,rtmp://161.202.204.248/sat/tv071
中视,rtmp://161.202.204.248/sat/tv091
華视,rtmp://161.202.204.248/sat/tv111
TVBS·欢乐台,rtmp://161.202.204.248/sat/tv421
纬来日本,rtmp://161.202.204.248/sat/tv521
TVBS·新闻台,rtmp://161.202.204.248/sat/tv551
东森财经新闻,rtmp://161.202.204.248/sat/tv571
纬来育乐,rtmp://161.202.204.248/sat/tv701
纬来体育,rtmp://161.202.204.248/sat/tv721
ELEVEN1体育,rtmp://161.202.204.248/sat/tv731
ELEVEN2体育,rtmp://161.202.204.248/sat/tv741
MoMo综合台,rtmp://161.202.204.248/sat/tv761
东森超视,rtmp://161.202.204.248/sat/tv771
爱尔达体育Ⅰ,rtmp://161.202.204.248/sat/md011
博斯网球,rtmp://161.202.204.248/sat/md021
博斯魅力,rtmp://161.202.204.248/sat/md031
爱尔达奥运Ⅰ,rtmp://161.202.204.248/sat/md041
爱尔达体育Ⅰ,rtmp://161.202.204.248/sat/md051
日本MLB,rtmp://161.202.204.248:1935/sat/jp071
CBS2 720,rtmp://161.202.204.248:1935/sat/us011
CBS2 480,rtmp://161.202.204.248:1935/sat/us012
FS1 480,rtmp://161.202.204.248:1935/sat/us031
FS1 352,rtmp://161.202.204.248:1935/sat/us032
有线18台,rtmp://59.124.75.153/sat/hk042
民视,rtmp://59.124.75.153/sat/tv051
台视,rtmp://59.124.75.153/sat/tv071
中视,rtmp://59.124.75.153/sat/tv091
华视,rtmp://59.124.75.153/sat/tv111
TVBS·欢乐台,rtmp://59.124.75.153/sat/tv421
TVBS欢乐,rtmp://59.124.75.153:1935/sat/tv421
TVBS·新闻台,rtmp://59.124.75.153/sat/tv551
TVBS新闻,rtmp://59.124.75.153:1935/sat/tv551
东森财经新闻,rtmp://59.124.75.153:1935/sat/tv571
纬来日本,rtmp://59.124.75.153/sat/tv521
纬来育乐,rtmp://59.124.75.153/sat/tv701
纬来体育,rtmp://59.124.75.153/sat/tv721
ELEVEN1体育,rtmp://59.124.75.153:1935/sat/tv731
ELEVEN2体育,rtmp://59.124.75.153:1935/sat/tv741
MoMo综合台,rtmp://59.124.75.153/sat/tv761
Mono综合,rtmp://59.124.75.153:1935/sat/tv761
东森超视,rtmp://59.124.75.153/sat/tv771
东森超视,rtmp://59.124.75.153:1935/sat/tv771
爱尔达体育二,rtmp://59.124.75.153/sat/md011
爱尔达体育一,rtmp://59.124.75.153/sat/md021
ELEVEN+体育,rtmp://59.124.75.153:1935/sat/md031
博斯运动1,,rtmp://59.124.75.153:1935/sat/md041
ELEVEN2体育,rtmp://59.124.75.153/sat/md051

🇹🇼油管代理,#genre#
壹新聞,http://stream.nexttv.com.tw/n001/playlist.m3u8
壹新聞,http://stream.nexttv.com.tw/n001/hd/live.m3u8
民視新聞,http://6.mms.vlog.xuite.net/hls/ftvtv/index.m3u8
民视新闻台,http://210.61.56.23/hls/ftvtv/index.m3u8
寰宇新聞台,http://seb.sason.top/sc/hyxw.m3u8
三立Live新闻,http://seb.sason.top/sc/sllive_fhd.m3u8
三立iNews新闻,http://seb.sason.top/sc/slinews_fhd.m3u8
中天新闻,http://seb.sason.top/sc/ztxw_fhd.m3u8
東森新闻,http://seb.sason.top/sc/dsxw_fhd.m3u8
华視新闻,http://seb.sason.top/sc/hsxw_fhd.m3u8
TVBS新闻,http://seb.sason.top/sc/tvbsxw_fhd.m3u8
中視新闻,http://seb.sason.top/sc/zsxw_fhd.m3u8
台視新闻,http://seb.sason.top/sc/tsxw_fhd.m3u8
民視,http://seb.sason.top/ptv/ftv.php?id=ms
民視台灣台,http://seb.sason.top/ptv/ftv.php?id=tw
民視旅游台,http://seb.sason.top/ptv/ftv.php?id=ly
民視第一台,http://seb.sason.top/ptv/ftv.php?id=dy
民視新聞台,http://seb.sason.top/sc/msxw_fhd.m3u8
民視綜藝台,http://seb.sason.top/ptv/ftv.php?id=zy
民視影劇台,http://seb.sason.top/ptv/ftv.php?id=yj
東森財經新聞台,http://seb.sason.top/sc/dscjxw_fhd.m3u8
華視新聞資訊 HD,http://seb.sason.top/sc/hsxw_fhd.m3u8
華視新聞,http://seb.sason.top/sc/hsxw_fhd.m3u8

翻墙专区,#genre#
RTHK31,http://livetv.dnsfor.me:80/channel.1.m3u8
RTHK32,http://livetv.dnsfor.me:80/channel.2.m3u8
Now直播331台,http://livetv.dnsfor.me:80/channel.3.m3u8
Now新聞332台,http://livetv.dnsfor.me:80/channel.4.m3u8
有線新聞台 HD,http://livetv.dnsfor.me:80/channel.5.m3u8
有線財經資訊台 HD,http://livetv.dnsfor.me:80/channel.6.m3u8
有線綜合娛樂台 HD,http://livetv.dnsfor.me:80/channel.7.m3u8
開電視,http://livetv.dnsfor.me:80/channel.9.m3u8
無綫新聞台,http://livetv.dnsfor.me:80/channel.10.m3u8
無綫財經資訊台,http://livetv.dnsfor.me:80/channel.11.m3u8
Now Sports Prime 630,http://livetv.dnsfor.me:80/channel.12.m3u8
ATV,http://livetv.dnsfor.me:80/channel.14.m3u8
HKS香港卫视,http://livetv.dnsfor.me:80/channel.15.m3u8
凤凰香港台,http://livetv.dnsfor.me:80/channel.16.m3u8
CCTV5HD,http://livetv.dnsfor.me:80/channel.17.m3u8
翡翠台,http://livetv.dnsfor.me:80/channel.18.m3u8
J2,http://livetv.dnsfor.me:80/channel.19.m3u8
VIU TV,http://livetv.dnsfor.me:80/channel.20.m3u8
鳳凰資訊台,http://livetv.dnsfor.me:80/channel.21.m3u8
星空卫视,http://livetv.dnsfor.me:80/channel.22.m3u8
UNIVERSE TV,http://livetv.dnsfor.me:80/channel.23.m3u8
亚旅卫视,http://livetv.dnsfor.me:80/channel.24.m3u8

RTHK31,http://teslagram.com/live/channel_31.m3u8#https://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_2052_av-b.m3u8
RTHK32,http://teslagram.com/live/channel_32.m3u8#https://rthklive2-lh.akamaihd.net/i/rthk32_1@168450/index_1080_av-b.m3u8
有線直播新聞台,http://teslagram.com/live/channel_110.m3u8
香港電台視像新聞直播,https://rthkcnews-lh.akamaihd.net/i/rthknews_1@312607/index_190000011_av-b.m3u8
香港C+,http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8
开电视,http://media.fantv.hk/m3u8/archive/channel2.m3u8
开电视,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8
LUXE TV,http://58.26.3.53/PLTV/88888888/224/3221226265/06.m3u8
RTHK31 ★,https://www.rthk.hk/feeds/dtt/rthktv31_https.m3u8
RTHK32 ★,https://www.rthk.hk/feeds/dtt/rthktv32_https.m3u8


🇭🇰马来50,#genre#


boo恐怖片,http://50.7.161.82:8278/streams/d/Boo/playlist.m3u8
八度空间,http://50.7.161.82:8278/streams/d/TV8/playlist.m3u8
全佳,http://50.7.161.82:8278/streams/d/Quanjia/playlist.m3u8
双星,http://50.7.161.82:8278/streams/d/Shuangxing/playlist.m3u8
TVB 星河,http://50.7.161.82:8278/streams/d/Xinhe/playlist.m3u8
小太阳,http://50.7.161.82:8278/streams/d/Xiaotaiyang/playlist.m3u8
天映频道,http://50.7.161.82:8278/streams/d/Celestial/playlist.m3u8
天映经典,http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
天映频道(粵),http://210.210.155.35/qwr9ew/s/s33/01.m3u8
TV1,http://50.7.161.82:8278/streams/d/TV1/playlist.m3u8
TV2,http://50.7.161.82:8278/streams/d/TV2/playlist.m3u8
NTV7,http://50.7.161.82:8278/streams/d/Rtmntv7/playlist.m3u8
TV8,http://50.7.161.82:8278/streams/d/TV8/playlist.m3u8
TV9,http://50.7.161.82:8278/streams/d/TV9/playlist.m3u8
Awani,http://50.7.161.82:8278/streams/d/Awani/playlist.m3u8
Bernama,http://50.7.161.82:8278/streams/d/Bernama/playlist.m3u8
Ceria,http://50.7.161.82:8278/streams/d/Ceria/playlist.m3u8
Prima,http://50.7.161.82:8278/streams/d/Prima/playlist.m3u8
Oasis,http://50.7.161.82:8278/streams/d/Oasis/playlist.m3u8
Citra,http://50.7.161.82:8278/streams/d/Citra/playlist.m3u8
Boo,http://50.7.161.82:8278/streams/d/Boo/playlist.m3u8
Naura,http://50.7.161.82:8278/streams/d/Naura/playlist.m3u8
Hello,http://50.7.161.82:8278/streams/d/Hello/playlist.m3u8
Sony HD,http://50.7.161.82:8278/streams/d/SetOne/playlist.m3u8
tvN,http://50.7.161.82:8278/streams/d/TVN/playlist.m3u8
KBS Wolrd,http://50.7.161.82:8278/streams/d/KBS/playlist.m3u8
Oh!k,http://50.7.161.82:8278/streams/d/Ohk/playlist.m3u8
HBO HD,http://50.7.161.82:8278/streams/d/Hbo/playlist.m3u8
HGTV,http://50.7.161.82:8278/streams/d/HGTV/playlist.m3u8
NatGeo Wild HD,http://50.7.161.82:8278/streams/d/Natgeowild/playlist.m3u8


港台测试,#genre#
TVB翡翠台,http://185.207.176.189:8080/channels/tv-81/playlist.m3u8
TVB J2,http://185.207.176.189:8080/channels/tv-82/playlist.m3u8
TVB 新闻,http://185.207.176.189:8080/channels/tv-83/playlist.m3u8
明珠台,http://185.207.176.189:8080/channels/tv-84/playlist.m3u8
财经资讯台,http://185.207.176.189:8080/channels/tv-85/playlist.m3u8
港台31,http://185.207.176.189:8080/channels/tv-31/playlist.m3u8
港台32,http://185.207.176.189:8080/channels/tv-32/playlist.m3u8
港台33,http://185.207.176.189:8080/channels/tv-33/playlist.m3u8
ViuTV,http://185.207.176.189:8080/channels/tv-99/playlist.m3u8
ViuTVsix,http://185.207.176.189:8080/channels/tv-96/playlist.m3u8


亚洲美食,http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
美食星球,http://198.16.106.62:8278/streams/d/foodplanet_zero/playlist.m3u8
BBC Earth Lifestyle,http://198.16.106.62:8278/streams/d/bbclifestyle_zero/playlist.m3u8
Nickelodeon,http://198.16.106.62:8278/streams/d/Nickelodeon/playlist.m3u8
Nick Jr,http://198.16.106.62:8278/streams/d/Nickjr/playlist.m3u8
Baby TV Eng,http://198.16.106.62:8278/streams/d/Babytv/playlist.m3u8
Kids TV,http://198.16.106.62:8278/streams/d/KidsTV/playlist.m3u8
CBeebies,http://198.16.106.62:8278/streams/d/Cbeebies/playlist.m3u8
Disney Channel,http://198.16.106.62:8278/streams/d/Disneyxd/playlist.m3u8
Disney Junior,http://198.16.106.62:8278/streams/d/Disneyjr/playlist.m3u8
翡翠台,http://198.16.106.62:8278/streams/d/Wlt/playlist.m3u8
astor AOD,http://198.16.106.62:8278/streams/d/AodHD/playlist.m3u8
HBO原創電影,http://198.16.106.62:8278/streams/d/hbosignature_zero/playlist.m3u8
Food亞洲美食,http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
美食星球,http://198.16.106.62:8278/streams/d/foodplanet_zero/playlist.m3u8

🇭🇰澳门频道,#genre#
澳視澳門,http://61.244.22.5/ch1/ch1.live/playlist.m3u8
澳視卫星,http://61.244.22.5/ch3/ch3.live/chunklist_w30461384.m3u8
澳門Macau,http://61.244.22.5/ch2/_definst_/ch2.live/playlist.m3u8
澳视卫星[1280*720],http://61.244.22.4/ch3/ch3.live/index.m3u8
澳视微影[1280*720],http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳视澳门[1280*720],http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视综艺[1280*720],http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8
澳视葡文[1280*720],http://61.244.22.4/ch2/ch2.live/index.m3u8
澳视葡文[1280*720],http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8
澳門1台[1280*720],http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳門2台[1280*720],http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳門3台[1280*720],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳門微电影[1280*720],http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8
澳门葡萄牙[1280*720],http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8

⚽体育综合,#genre#
纬来体育,rtmp://161.202.204.248/sat/tv721
爱尔达体育1,rtmp://59.124.75.153:1935/sat/md011
爱尔达体育2,rtmp://59.124.75.153:1935/sat/md021
爱尔达体育3,rtmp://59.124.75.153:1935/sat/md031
爱尔达体育4,rtmp://59.124.75.153:1935/sat/md041
爱尔达体育5,rtmp://59.124.75.153:1935/sat/md051
广东体育频道,http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=8&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
冬奥纪实,http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225676/index.m3u8
新视觉台 HD,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
魅力足球HD,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
咪咕视频·PP体育1,http://39.134.65.162/PLTV/88888888/224/3221225611/index.m3u8

⚽境外频道,#genre#
HBO,https://gratismkctv.net/film/hbo.m3u8
NBA HD,https://www.livedoomovie.com/02_nbahd_720p/chunklist.m3u8
ELEVEN1,http://207.110.52.61:8080/s/hls/5/3570/eleven_sports_1_355/1/1/index.m3u8
ELEVEN2,http://207.110.52.61:8080/s/hls/5/9335/eleven_sports_2_303/1/1/index.m3u8
[V] HD,https://livecdn.fptplay.net/foxlive/channelvhd_hls.smil/chunklist_b2500000.m3u8
FOX HD,https://livecdn.fptplay.net/foxlive/foxhd_hls.smil/chunklist_b2500000.m3u8
FOX MOVIES,https://livecdn.fptplay.net/foxlive/foxmovieshd_hls.smil/chunklist_b2500000.m3u8
Asian Food Network,https://livecdn.fptplay.net/world/afchd_hls.smil/chunklist_b2500000.m3u8
Outdoor Channel,https://livecdn.fptplay.net/world/outdoorfhd_hls.smil/chunklist_b2500000.m3u8
National Geographic HD,https://livecdn.fptplay.net/foxlive/natgeohd_hls.smil/chunklist_b2500000.m3u8


🎵音乐频道,#genre#
岭南戏曲,http://szlive.grtn.cn/lnxq/sd/live.m3u8
MTV Yo!,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS01/master.m3u8
MTV Biggest Pop,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS02/master.m3u8
MTV Block Party,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS03/master.m3u8
MTV Spankin' New,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS07/master.m3u8
MTV WMA,http://pluto-live.plutotv.net/egress/chandler/pluto01/live/VIACBS08/master.m3u8
新歌速递,rtmp://tx.rtmp.huya.com:1935/huyalive/1099531740262-1099531740262-86382469611257856-2199063603980-10057-A-0-1
音乐石榴,http://121.12.115.156/tx.hls.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1.m3u8
歌曲,http://luotuo.ycchenrong.cn/dl/youku.php?id=8034767
B4U Music,http://103.199.161.254/Content/B4Umusic/Live/Channel(B4Umusic)/index.m3u8
俄罗斯  时尚频道,http://95.67.47.115/hls/hdfashion_ua_hi/index.m3u8
乌克兰 M2 音乐频道,http://live.m2.tv/hls3/stream.m3u8
